ResearchInstitution,GrantCount,TotalFunding,index,Institute,InstituteCountry,InstituteNumber,City,Latitude,Longitude
University of Geneva - GE,7343,2623978354.7,5059,Laboratoire d'économie appliquée Université de Genève,Switzerland,I5060,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,5100,Geneva Academy of International Humanitarian Law and Human Rights,Switzerland,I5101,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,5103,Unité de Neuropsychologie Clinique de Neurologie Hôpital cantonal de Genève,Switzerland,I5104,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,5121,Section des Sciences de l'Education Université de Genève,Switzerland,I5122,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,5148,Geneva University Hospital,Switzerland,I5149,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,5171,Département de Radiologie Hôpitaux universitaires de Genève,Switzerland,I5172,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,5213,Département d'histoire de l'art et de musicologie Université de Genève,Switzerland,I5214,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,5218,Centre OMS de Vaccinologie et d'Immunologie Néonatale Université de Genève,Switzerland,I5219,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,5236,Laboratoire de Génétique Sciences III Université de Genève,Switzerland,I5237,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,5241,Hôpitaux Universitaires de Genève,Switzerland,I5242,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,5247,Division d'Anesthésiologie Hôpitaux universitaires de Genève,Switzerland,I5248,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,5254,Faculté de médecine Centre Médical Universitaire Université de Genève,Switzerland,I5255,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,5258,Clinique de Chirurgie thoracique Hôpital Cantonal,Switzerland,I5259,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,5286,Département de Chirurgie Université de Genève,Switzerland,I5287,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,5309,Laboratoire de Pharmacognosie et Phytochimie Section des Sciences Pharmaceutiques Université de Genève,Switzerland,I5310,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,5329,Association 'Geneva Health Forum',Switzerland,I5330,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,5344,Institut d'Etudes sociales INTEREC Secteur Service Social,Switzerland,I5345,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,5394,Neurology & Imaging of Cognition Dépt de Neurologie Clinique & Physiologie Université de Genève,Switzerland,I5395,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,5494,Faculté de Médecine Université de Genève Centre Médical Universitaire,Switzerland,I5495,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,5504,"Infection Control Program Hôpitaux Universitaires de Genève Faculté de Médecine, Université de Genève",Switzerland,I5505,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,5535,Unité de Musicologie FPSE/CIGEV Université de Genève,Switzerland,I5536,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,5552,Fondation Archives Jean Piaget Université de Genève,Switzerland,I5553,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,5563,Institut Suisse de Bioinformatique Centre Médical Universitaire Université de Genève,Switzerland,I5564,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,5595,UNI: Université de Genève Dept. de physique de la matière condensée Genève CH,Switzerland,I5596,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,5621,HEC/LOGILAB Genève Faculté des sciences economiques et sociales UNI MAIL,Switzerland,I5622,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,5669,Institute of Economics and Econometrics Geneva School of Economics and Management Université de Genève,Switzerland,I5670,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,5693,Laboratoire d'ophtalmologie éxperimentale Centre Médical Universitaire,Switzerland,I5694,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,5745,Service de Génétique  Hôpitaux Universitaires de Genève,Switzerland,I5746,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,5797,Service de Neurologie Département des Neurosciences Cliniques CHUV,Switzerland,I5798,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,5804,Alphil SA,Switzerland,I5805,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,5841,Section de Mathématiques Faculté des Sciences Université de Genève,Switzerland,I5842,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,5851,Lab. de chimie analytique pharmaceutique (LCAP) Université de Genève,Switzerland,I5852,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,5895,Musée Cantonal de Géologie Université de Lausanne,Switzerland,I5896,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,5903,Laboratoire central de chimie clinique et d'examens biologiques Dépt. de Pathologie clinique - HUG,Switzerland,I5904,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,5904,Chaire de Climatologie Université de Genève,Switzerland,I5905,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,5925,Institut des Sciences de l'Environnement Université de Genève,Switzerland,I5926,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,5959,Département de Botanique & Biologie Végétale Université de Genève,Switzerland,I5960,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,5981,Institut de santé globale Faculté de Médecine Université de Genève,Switzerland,I5982,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,6003,Clinique et Polyclinique de Chirurgie digestive /Département de Chirurgie / Hôpital Cantonal,Switzerland,I6004,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,6027,Unité de Neuropsychologie Clinique de Neurologie Hôpitaux Universitaires de Genève,Switzerland,I6028,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,6033,Pavillon des Isotopes Faculté des Sciences,Switzerland,I6034,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,6064,Unité de Musicologie Faculté des Lettres Université de Genève,Switzerland,I6065,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,6120,Service d'Oto-rhino-laryngologie et de chirurgie cervico-faciale Hôpitaux Universitaires de Genève,Switzerland,I6121,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,6129,Unité d'Immunologie de transplantation,Switzerland,I6130,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,6143,Faculté de psychologie et des sciences de l'éducation Université de Genève,Switzerland,I6144,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,6182,UNI: Université de Genève Section de Pharmac ie  Genève CH,Switzerland,I6183,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,6221,Unité de gastroentérologie pédiatrique Département de pédiatrie Hôpital des enfants (HUG),Switzerland,I6222,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,6231,Laboratoire de gynécologie- obstétrique moléculaire HUG,Switzerland,I6232,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,6242,Service d'Informatique Médicale Département de Radiologie Hôpitaux Universitaires de Genève,Switzerland,I6243,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,6244,Section des sciences sociales Facultés des sciences économiques et sociales,Switzerland,I6245,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,6257,Département de droit civil Faculté de droit Université de Genève,Switzerland,I6258,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,6364,Division de Physique Théorique Département de Physique CERN - PH - TH,Switzerland,I6365,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,6376,Laboratoire de Physiologie Végétale Laboratoire de Physiologie végé- Université de Genève,Switzerland,I6377,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,6406,Etudes Genre Faculté SDS Université de Genève,Switzerland,I6407,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,6429,Conservatoire et jardin botaniques de la Ville de Genève,Switzerland,I6430,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,6473,Unité d'Arménien Faculté des Lettres Université de Genève,Switzerland,I6474,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,6482,Domaine Sociologie et Médias Département des Sciences de la Société Université de Fribourg,Switzerland,I6483,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,6490,Librairie Droz S.A.,Switzerland,I6491,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,6492,Lab. des Infect. Sexuellem. Transmissibles Service de Dermatologie et Vénéréologie Hôpital Cantonal Universitaires,Switzerland,I6493,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,6525,Frontiers in Genetics Plate-forme Génomique Université de Genève,Switzerland,I6526,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,6531,Unité de Néphrologie et Métabolisme Département de Pédiatrie Hôpitaux Universitaires de Genève,Switzerland,I6532,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,6571,Laboratoire de chimie environnementale EPFL - ENAC - IIE - LCE,Switzerland,I6572,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,6574,Service de Transplantation Département de Chirurgie Hôpital Cantonal,Switzerland,I6575,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,6674,Hôpitaux Universitaires de Genève Division of Tropical and Humanitarian Medicine,Switzerland,I6675,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,6716,Equipe perception et production de la parole FAPSE Université de Genève,Switzerland,I6717,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,6752,Institut de psychologie et éducation Faculté des lettres et sciences humaines Université de Neuchâtel,Switzerland,I6753,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,6785,Anthropology Unit Department of Genetics and Evolution University of Geneva,Switzerland,I6786,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,6827,Faculté de traduction et d'interprétation Traitement Informatique Multilingue Université de Genève,Switzerland,I6828,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,6831,Département de Physiologie Faculté de Médecine Université de Genève,Switzerland,I6832,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,6837,Laboratoire de Protistologie Département de Zoologie et de Biologie Animale,Switzerland,I6838,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,6851,CHUV Division autonome de génétique médicale Unité de génétique moléculaire,Switzerland,I6852,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,6893,Département de Biologie cellulaire Université de Genève Sciences III,Switzerland,I6894,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,6906,Unité de musicologie Faculté des Lettres Université de Genève,Switzerland,I6907,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,7010,Physikalisches Institut Universität Bern,Switzerland,I7011,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,7014,Groupe Méthodologie et Analyse de données Psychologie (FAPSE) Université de Genève,Switzerland,I7015,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,7027,Département Réhabilitation et Gériatrie Service de Gériatrie HUG,Switzerland,I7028,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,7028,Institut d'études de la citoyenneté (InCite) Université de Genève,Switzerland,I7029,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,7060,Unité d'anesthésiologie pédiatrique Service d'anesthésiologie Hôpital des enfants,Switzerland,I7061,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,7074,CETEL Faculté de droit Université de Genève,Switzerland,I7075,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,7097,"UNI: University of Geneva School of Dental M edicine 19, rue Barthelemy-Menn Geneva CH",Switzerland,I7098,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,7119,Hôpitaux Universitaires de Genève Département des spécilaités de médecine Unité d'Infectiologie de Transplantation,Switzerland,I7120,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,7146,Institutions Universitaires de psychiatrie Unité d'investigation sociologique,Switzerland,I7147,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,7154,Archéologie préhistorique et anthropologie Institut F.-A. Forel Université de Genève,Switzerland,I7155,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,7169,Université de Genève,Switzerland,I7170,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,7220,Unité d'Investigations Anesthésiologiques Service d'Anesthésiologie Hôpital Cantonal Universitaire,Switzerland,I7221,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,7226,Centre Médical Universitaire Département de Pharmacologie Lab. de thérapeutique expérimentale,Switzerland,I7227,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,7243,Clinique d'ophtalmologie Hôpital Cantonal - HUG,Switzerland,I7244,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,7254,Laboratorium für Populationsgenetik Institut für Ökologie und Evolution,Switzerland,I7255,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,7259,Division de Physiopathologie Clinique HCU,Switzerland,I7260,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,7273,Laboratoire de Didactique et Epistémologie des Sciences Université de Genève,Switzerland,I7274,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,7294,Unité d'Orthopédie pédiatrique Département de Pédiatrie Hôpital Cantonal Universitaire,Switzerland,I7295,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,7343,Département de Français Moderne (FRAMO) Faculté des Lettres Université de Genève,Switzerland,I7344,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,7360,Department de Geriatrie Hopitaux Universitaire de Geneve,Switzerland,I7361,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,7378,"Division d'endocrinologie, diabétologie et du métabolisme Département de médecine interne - CHUV",Switzerland,I7379,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,7410,Service de Neurochirurgie Département des Neurosciences Cliniques Hôpitaux Universitaires de Genève,Switzerland,I7411,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,7447,Département de physiologie et radiologie Faculté de Médecine Université de Genève,Switzerland,I7448,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,7459,Laboratoire du Métabolisme Département de Médecine Interne Université de Genève,Switzerland,I7460,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,7474,Section de chimie et biochimie Faculté des Sciences Université de Genève,Switzerland,I7475,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,7484,Institut für öffentliches Recht Universität Bern,Switzerland,I7485,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,7559,Unité d'arabe Département MESLO Université de Genève,Switzerland,I7560,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,7563,Centre de Cytologie et de Dépistage du Cancer,Switzerland,I7564,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,7587,EPFL - STI - IBI-STI - GR-VDV,Switzerland,I7588,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,7624,Faculté de Psychologie Université de Genève,Switzerland,I7625,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,7689,UER Droits de l'enfant Institut Universitaire Kurt Bösch (IUKB),Switzerland,I7690,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,7703,Service d’Ophtalmologie Hôpital Cantonal - HUG,Switzerland,I7704,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,7712,"Service de pharmacologie et toxicologie cliniques, Département de médecine aigue Université de Genève",Switzerland,I7713,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,7716,Faculté d'économie et de management Université de Genève,Switzerland,I7717,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,7724,Suivit qualité des soins Department de médecine interne Université de Genève,Switzerland,I7725,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,7789,"Unité de Japonais Département ESTAS, Faculté des lettres Université de Genève",Switzerland,I7790,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,7795,Académie Internationale de l'Environnement,Switzerland,I7796,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,7822,Unité d'Investigations Chirurgicales Département de Chirurgie Hôpital Cantonal,Switzerland,I7823,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,7850,Unité d'Arménien Département MESLO Université de Genève,Switzerland,I7851,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,7863,Département de droit commercial Faculté de droit Université de Genève,Switzerland,I7864,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,7880,Unité de recherche et d'enseignement en bioéthique Centre Médical Universitaire,Switzerland,I7881,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,7881,ERDESS FPSE Université de Genève,Switzerland,I7882,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,7913,Département de Neurologie HUG,Switzerland,I7914,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,7929,"IMSP, CMU Faculté de médecine Université de Genève",Switzerland,I7930,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,7984,"Institut Histoire, Ethique, Humanités Faculté de Médecine Université de Genève",Switzerland,I7985,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,7988,Université de Geneve,Switzerland,I7989,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,7992,UNI: Université de Genève Faculté des Scienc es Section de Mathématiques Genève CH,Switzerland,I7993,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,7994,Service des Mesures institutionnelles Direction Médicale Hôpitaux Universitaires de Genève,Switzerland,I7995,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,8050,Global Studies Institute Université de Genève,Switzerland,I8051,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,8059,Lab. Innovation Formation Education (LIFE) Faculté de psych. et des sciences de l'éduc. Université de Genève,Switzerland,I8060,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,8077,Service de Pharmacologie et Toxicologie cliniques Hôpitaux Universitaires de Genève,Switzerland,I8078,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,8079,Laboratoire d'Hormonologie Département Gynécologie et Obstétrique Faculté de Médecine,Switzerland,I8080,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,8121,Unité de Psychiatrie de l'adolescence Service Médico-Pédagogique,Switzerland,I8122,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,8148,Biochimie et Psychopharmacologie clinique Centre de Neurosciences Psychiatriques Département de Psychiatrie - CHUV,Switzerland,I8149,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,8162,Serv. Prévention et Contrôle de l’Infection Direction médicale HUG,Switzerland,I8163,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,8163,UNI: Université de Genève Faculté de Droit C ETEL Genève CH,Switzerland,I8164,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,8178,Service de Neurologie Hôpitaux Universitaires de Genève (HUG),Switzerland,I8179,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,8210,Médecine de la Reproduction Département de Gynécologie et d'Obstétrique Hôpitaux universitaires de Genève,Switzerland,I8211,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,8226,Département de Physique de la Matière Quantique (DQMP) Université de Genève,Switzerland,I8227,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,8235,Campus Biotech,Switzerland,I8236,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,8308,Dept. de Microbiologie & Médecin Moléculaire CMU Université de Genève,Switzerland,I8309,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,8354,Unité de recherche en santé HECV Santé HES-SO,Switzerland,I8355,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,8408,Section des Sciences Pharmaceutiques Biopharmacie Université de Genève,Switzerland,I8409,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,8416,"Service de Chirurgie Plastique, Reconstructive et Esthétique Hôpitaux Universitaires de Genève (HUG))",Switzerland,I8417,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,8420,Unité d'Investigation Clinique Hôpitaux Universitaires de Genève,Switzerland,I8421,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,8460,Centre de Recherche sur le Phénomène Urbain (CREPU/EAUG),Switzerland,I8461,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,8466,School of Pharmaceutical Sciences  University of Geneva,Switzerland,I8467,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,8504,Computer Science Department Université de Genève,Switzerland,I8505,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,8528,Campus Biotech Université de Genève,Switzerland,I8529,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,8538,ERHISE FPSE Université de Genève,Switzerland,I8539,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,8543,Institut de génétique et de biologique microbiennes,Switzerland,I8544,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,8569,Département de Psychiatrie Université de Genève,Switzerland,I8570,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,8587,Structural Plant Biology Laboratory Department of Botany and Plant Biology University of Geneva,Switzerland,I8588,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,8622,Institut universitaire en finance - GFRI Université de Genève,Switzerland,I8623,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,8644,Service Médico-Pédagogique Département de Psychiatrie Université de Genève,Switzerland,I8645,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,8653,"Laboratoire LIFE FFSE, SSED Université de Genève",Switzerland,I8654,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,8663,Université de Genève Chimie Appliquée Sciences II,Switzerland,I8664,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,8666,Institut européen de l'Université de Genève Centre d'archives européennes,Switzerland,I8667,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,8706,Unité d'Allergologie-Immunologie Hôpital de la Tour,Switzerland,I8707,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,8740,Clinique de Chirurgie Pédiatrique Hôpital des Enfants HUG,Switzerland,I8741,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,8790,Clinique de Neurologie Hôpitaux Universitaires de Genève,Switzerland,I8791,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,8792,Département de Psychiatrie Hôpitaux Universitaires de Genève,Switzerland,I8793,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,8843,Division d'Orthodontie Centre Universitaire de Médecine Dentaire Université de Genève,Switzerland,I8844,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,8847,Gériatrie et psychiatrie IUPG Belle-Idée,Switzerland,I8848,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,8896,Centre de la mémoire Hôpitaux Universitaires de Genève Bâtiment Morier,Switzerland,I8897,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,8906,Département Gynécologie-Obstétrique Laboratoire des Gamètes Hôpital Cantonal de Genève,Switzerland,I8907,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,8920,Laboratoire d'Immunobiologie du Vieillissement / Institutions Universitaires de Gériatrie,Switzerland,I8921,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,8941,Unité d'histoire de l'art et de Musicologie Université de Genève,Switzerland,I8942,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,8963,Unité de Neurosonologie Service de Neurologie HUG,Switzerland,I8964,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,9053,Institut Romand de Systématique et d'Ethique Faculté de théologie Université de Genève,Switzerland,I9054,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,9080,Laboratoire de Recherches Division de Rhumatologie Hôpital Cantonal Universitaire GE,Switzerland,I9081,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,9088,Transius Centre (Legal Translation Studies),Switzerland,I9089,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,9091,Unité d'Investigations chirurgicales Département de Chirurgie Université de Genève,Switzerland,I9092,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,9111,Division de Biochimie Clinique Université de Genève,Switzerland,I9112,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,9118,Laboratorio di Microbiologia Applicata DACD-SUPSI SUPSI,Switzerland,I9119,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,9127,Unité d'Oncologie-Hématologie- Immunologie Hôpital de la Tour,Switzerland,I9128,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,9143,Laboratoire de Microbiologie générale Sciences III,Switzerland,I9144,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,9159,Département de l'Imagerie et Sciences de l'Information Médicale Hôpitaux Universitaires de Genève,Switzerland,I9160,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,9212,Division de Neuropsychiatrie HUG Belle-Idée,Switzerland,I9213,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,9252,Départment de Réhabilitation et Gériatrie Faculté de Médecine Université de Genève,Switzerland,I9253,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,9302,Département de droit international privé Faculté de droit Université de Genève,Switzerland,I9303,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,9391,Division d'épidémiologie clinique Hôpital Cantonal Universitaire Belle Idée,Switzerland,I9392,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,9402,Service de la recherche biologique et de Psychopharmacologie clinique Institutions Univ. de Psychiatrie,Switzerland,I9403,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,9413,Clinique de Médecine II Hôpital Cantonal Universitaire,Switzerland,I9414,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,9448,UNI: Hôpital cant. universitaire Centre d'in formatique hospitalière  Genève CH,Switzerland,I9449,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,9454,Group of Applied physics c/o Prof. Descouts,Switzerland,I9455,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,9485,Centre du droit de l'art Faculté de droit Université de Genève,Switzerland,I9486,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,9533,Programme 'Environnement et Santé' Division de médecine nucléaire Hôpital cantonal universitaire,Switzerland,I9534,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,9546,Unité d'oncogynécologie médicale Département de médecine Hôpitaux Universitaires de Genève,Switzerland,I9547,Geneva,46.2044,6.1432
